ground_truth,storage,virtual_machines,automation,logic_apps,log_analytics,bandwidth,load_balancer,service_bus,Others,yesterday_total_cost
78.33431469879258,21.976513,17.787376,0.009980723,0.46586838,0.3711398,0.039455704,4.3500166,-0.023448914,51.913437,74.34160629515753
78.29504505634137,21.977533,17.786873,0.009970859,0.48113155,0.37113985,0.039490018,4.323183,-0.00591971,51.939842,78.33431469879258
78.3870201059736,21.978365,17.786749,0.00995546,0.49821156,0.37113988,0.039524518,4.3062625,0.0076377094,52.07593,78.29504505634137
78.32358923856464,21.977049,17.786945,0.009932587,0.5175625,0.37113994,0.039559383,4.3084035,0.0067247152,52.353817,78.3870201059736
79.92967772451209,21.967375,17.787186,0.0099107595,0.43000644,0.3711397,0.03940832,4.310694,0.0052074343,53.084713,78.32358923856464
84.68171407113535,21.947794,17.787495,0.009899115,0.4396916,0.37113976,0.03940998,4.3141327,0.0030128658,53.867905,79.92967772451209
82.75380088179533,21.937534,17.786634,0.009892356,0.45165497,0.37113982,0.039424546,4.319092,0.00036424398,54.47236,84.68171407113535
82.11784560762314,21.936998,17.7877,0.009980292,0.4653514,0.3711399,0.039456062,4.324721,-0.0026948154,54.495953,82.75380088179533
93.70162566078474,21.937426,17.790705,0.009971403,0.48091614,0.37114,0.039490446,4.3311334,-0.006294206,54.54632,82.11784560762314
95.41243550122945,21.935879,17.794403,0.009954395,0.49836546,0.3711401,0.03952513,4.3152046,0.0073563308,54.774277,93.70162566078474
94.93036331068123,21.93115,17.796017,0.00993357,0.5176164,0.37114626,0.039560013,4.319399,0.006434411,55.288822,95.41243550122945
98.84063379617838,21.93291,17.796192,0.009911472,0.43008804,0.3711429,0.039408512,4.323373,0.0049798936,56.444214,94.93036331068123
107.08308778495156,21.943434,17.796864,0.009899031,0.43977144,0.3711455,0.0394101,4.327304,0.0029075742,57.194984,98.84063379617838
112.67711972177196,21.908274,17.79832,0.009892799,0.45165896,0.37113997,0.039424688,4.333156,0.00019261241,58.219242,107.08308778495156
106.4375431735391,21.834911,17.801502,0.009979827,0.4654109,0.3711408,0.03945619,4.3373876,-0.0027282536,60.97718,112.67711972177196
112.38224109240377,21.826773,17.803576,0.009971488,0.48101652,0.37114015,0.03949046,4.3415504,-0.006462097,62.455868,106.4375431735391
