ground_truth,storage,virtual_machines,automation,logic_apps,log_analytics,bandwidth,load_balancer,service_bus,Others,yesterday_total_cost
69.73061420568663,17.80933,17.244808,0.010282382,0.6957549,0.36131448,0.03891031,4.8001537,0.07176073,39.65685,69.7699329365742
74.34160629515753,17.80933,17.244272,0.009907305,0.6968516,0.36131448,0.03891054,4.8001537,0.07176074,39.460518,69.73061420568663
78.33431469879258,17.80933,17.244009,0.009593502,0.69813263,0.36131448,0.0389108,4.8001537,0.07176077,40.174725,74.34160629515753
78.29504505634137,17.80933,17.237215,0.009589359,0.6995276,0.36131448,0.038911108,4.800196,0.07176032,41.50083,78.33431469879258
78.3870201059736,17.80933,17.246023,0.00958702,0.70102835,0.36131448,0.038911432,4.7999735,0.07176032,41.989998,78.29504505634137
78.32358923856464,17.80933,17.245699,0.009638689,0.7026665,0.36131448,0.03891177,4.8001585,0.07176032,42.27733,78.3870201059736
79.92967772451209,17.809496,17.245451,0.009700425,0.6947334,0.36131448,0.038910273,4.8001866,0.07176032,44.177723,78.32358923856464
84.68171407113535,17.80933,17.245684,0.009788223,0.6956588,0.36131448,0.038910314,4.800196,0.07176032,44.208195,79.92967772451209
82.75380088179533,17.80933,17.24603,0.009906948,0.69683087,0.36131448,0.038910545,4.800196,0.07176032,44.873024,84.68171407113535
82.11784560762314,17.80933,17.246557,0.00959231,0.6981168,0.36131448,0.038910806,4.800196,0.07176032,45.432552,82.75380088179533
93.70162566078474,17.80933,17.239084,0.009589888,0.69950485,0.36131448,0.03891112,4.800196,0.07176032,44.887264,82.11784560762314
95.41243550122945,17.80933,17.247717,0.009587571,0.70103884,0.36131448,0.038911432,4.7999735,0.07176032,47.647522,93.70162566078474
94.93036331068123,17.80933,17.247753,0.009638876,0.702687,0.36131448,0.03891177,4.8001585,0.07176032,51.634483,95.41243550122945
98.84063379617838,17.809496,17.247705,0.009700976,0.69475913,0.36131448,0.038910277,4.8001866,0.07176032,53.57234,94.93036331068123
107.08308778495156,17.80933,17.247803,0.009787843,0.695683,0.36131448,0.038910314,4.800196,0.07176032,55.80564,98.84063379617838
112.67711972177196,17.80933,17.248392,0.009906396,0.6967678,0.36131448,0.03891055,4.800196,0.07176032,58.47792,107.08308778495156
106.4375431735391,17.80933,17.240175,0.00959231,0.6981238,0.36131448,0.038910802,4.800196,0.07176032,61.467804,112.67711972177196
112.38224109240377,17.80933,17.248615,0.009590358,0.6995462,0.36131448,0.038911115,4.800196,0.07176032,60.671665,106.4375431735391
111.13598045202596,17.80933,17.248522,0.009589024,0.7011014,0.36131448,0.038911436,4.7999735,0.07176032,62.185726,112.38224109240377
111.1756512251737,17.80933,17.248144,0.009641819,0.7027633,0.36131448,0.03891177,4.8001585,0.07176032,63.56367,111.13598045202596
116.2270857652614,17.809496,17.248676,0.009703949,0.6948608,0.36131448,0.038910273,4.8001866,0.07176032,63.755962,111.1756512251737
121.21088618384348,17.80933,17.249182,0.009791121,0.69575596,0.36131448,0.03891031,4.800196,0.07176032,64.73027,116.2270857652614
129.3885116016032,17.80933,17.249529,0.009909548,0.6968498,0.36131448,0.03891054,4.800196,0.07176032,67.13655,121.21088618384348
133.67953365416054,17.80933,17.241837,0.009594709,0.6981578,0.36131448,0.038910795,4.800196,0.07176032,71.12364,129.3885116016032
